Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0035371~microtubule plus-end	3	0.5102040816326531	0.08197886668484677	CLIP2, MAPRE3, DCTN1	516	17	18224	6.232558139534884	0.9999999999999997	0.5645949275928555	69.90121836037133
GOTERM_CC_DIRECT	GO:0070033~synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	2	0.3401360544217687	0.08240948785203848	CPLX2, VAMP2	516	3	18224	23.545219638242894	0.9999999999999998	0.5582620757097765	70.0988016395519
GOTERM_CC_DIRECT	GO:0044304~main axon	2	0.3401360544217687	0.08240948785203848	TIAM1, APBB1	516	3	18224	23.545219638242894	0.9999999999999998	0.5582620757097765	70.0988016395519
GOTERM_MF_DIRECT	GO:0052839~inositol diphosphate tetrakisphosphate kinase activity	2	0.3401360544217687	0.08340842077352213	IP6K1, IP6K2	484	3	16881	23.25206611570248	1.0	0.8650897801684301	72.8808206153057
GOTERM_MF_DIRECT	GO:0052836~inositol 5-diphosphate pentakisphosphate 5-kinase activity	2	0.3401360544217687	0.08340842077352213	IP6K1, IP6K2	484	3	16881	23.25206611570248	1.0	0.8650897801684301	72.8808206153057
GOTERM_MF_DIRECT	GO:0030695~GTPase regulator activity	3	0.5102040816326531	0.08374244310162993	PCP2, RUNDC3A, RIMS1	484	17	16881	6.154958677685951	1.0	0.8569381085204472	73.02851778027166
GOTERM_BP_DIRECT	GO:0099625~ventricular cardiac muscle cell membrane repolarization	2	0.3401360544217687	0.08383768577871842	KCND3, KCNJ3	484	3	16792	23.12947658402204	1.0	0.8875722908878836	77.44196500015806
GOTERM_BP_DIRECT	GO:0097116~gephyrin clustering involved in postsynaptic density assembly	2	0.3401360544217687	0.08383768577871842	NRXN2, NLGN2	484	3	16792	23.12947658402204	1.0	0.8875722908878836	77.44196500015806
GOTERM_BP_DIRECT	GO:1904862~inhibitory synapse assembly	2	0.3401360544217687	0.08383768577871842	NLGN2, NPAS4	484	3	16792	23.12947658402204	1.0	0.8875722908878836	77.44196500015806
GOTERM_BP_DIRECT	GO:0035303~regulation of dephosphorylation	2	0.3401360544217687	0.08383768577871842	SMG6, SMG7	484	3	16792	23.12947658402204	1.0	0.8875722908878836	77.44196500015806
GOTERM_BP_DIRECT	GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway	4	0.6802721088435374	0.08403077638110942	AP2A2, DAB2IP, AP2B1, EPN1	484	36	16792	3.8549127640036733	1.0	0.884801853148077	77.52268124747424
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	9	1.530612244897959	0.08449408077061071	ALS2, PPP1R9B, NF2, SRCIN1, PTK2B, BCAR1, DGKZ, MTSS1L, APBB1	516	160	18224	1.986627906976744	0.9999999999999999	0.5595721803166718	71.03836587703924
GOTERM_BP_DIRECT	GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus	3	0.5102040816326531	0.0845068290348395	TIAM1, BRSK2, CDK16	484	17	16792	6.122508507535245	1.0	0.8829221379987331	77.72052234810096
GOTERM_CC_DIRECT	GO:0032588~trans-Golgi network membrane	6	1.0204081632653061	0.08582452776047925	VPS53, CALN1, CLIP3, VPS51, SCAMP5, MMP24	516	83	18224	2.5530961053516394	1.0	0.5575366027409672	71.62360844702276
GOTERM_BP_DIRECT	GO:0006906~vesicle fusion	5	0.8503401360544218	0.08954232891334903	SYT2, SYT12, SYT3, SYT9, VAMP2	484	59	16792	2.9401877013587336	1.0	0.8944869109780502	79.71525385246437
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	4	0.6802721088435374	0.08958351909004564	FKBP8, FKBP4, TTC9B, DNAJB2	484	37	16792	3.7507259325441145	1.0	0.8914760124156123	79.73085475044722
GOTERM_CC_DIRECT	GO:0016581~NuRD complex	3	0.5102040816326531	0.09055794672670538	SALL2, GATAD2B, CHD3	516	18	18224	5.886304909560723	1.0	0.5701064523798303	73.617895308386
GOTERM_CC_DIRECT	GO:0032809~neuronal cell body membrane	3	0.5102040816326531	0.09055794672670538	AMIGO1, KCNC1, DAB2IP	516	18	18224	5.886304909560723	1.0	0.5701064523798303	73.617895308386
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	9	1.530612244897959	0.09118983175917747	ARFGAP2, ANK1, DYNLL2, SPTBN4, SPTBN2, TRAPPC2L, DCTN1, DCTN2, SPTAN1	484	160	16792	1.9515495867768595	1.0	0.8928539862647541	80.33051774105935
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	16	2.7210884353741496	0.09136201899822734	PRKCZ, PDK2, BRSK2, MINK1, PRKCG, BRSK1, NPRL2, RPS6KL1, PPP1R9B, SGK223, TTBK1, LMTK3, CAMK2B, TNK2, CDK16, MAP3K12	484	359	16881	1.5544556734731463	1.0	0.8727279787080511	76.20061161715158
GOTERM_BP_DIRECT	GO:0051056~regulation of small GTPase mediated signal transduction	8	1.3605442176870748	0.09219281070823537	GARNL3, BCR, TIAM1, ARHGAP44, TSC2, SRGAP3, ARHGAP26, MCF2L	484	134	16792	2.071296410509436	1.0	0.8925529300237963	80.69643539333379
GOTERM_MF_DIRECT	GO:0005234~extracellular-glutamate-gated ion channel activity	3	0.5102040816326531	0.09248600837785746	GRIN2C, GRIK5, GRIA4	484	18	16881	5.81301652892562	1.0	0.8677166036190214	76.63791930722441
GOTERM_MF_DIRECT	GO:0001671~ATPase activator activity	3	0.5102040816326531	0.09248600837785746	RAB3A, ATP1B2, DNAJB2	484	18	16881	5.81301652892562	1.0	0.8677166036190214	76.63791930722441
GOTERM_BP_DIRECT	GO:0035435~phosphate ion transmembrane transport	3	0.5102040816326531	0.09332134942644804	SLC17A7, SLC25A3, ANKH	484	18	16792	5.78236914600551	1.0	0.8926008243898829	81.10049769252441
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	4	0.6802721088435374	0.09528539544225882	SRRM4, CELF6, RBFOX3, CELF3	484	38	16792	3.652022618529796	1.0	0.8948572163013851	81.78478639042847
